 Si Density=2.33
 Energy(eV), Delta, Beta
  5185.40479  1.84281689E-05  9.52696553E-07
  5192.58154  1.83768771E-05  9.47648346E-07
  5199.76807  1.83257034E-05  9.4262532E-07
  5206.96484  1.82746662E-05  9.37626965E-07
  5214.17188  1.82237673E-05  9.3265669E-07
  5221.38818  1.81730156E-05  9.27712961E-07
  5228.61475  1.81224023E-05  9.22793731E-07
  5235.85156  1.80719308E-05  9.17902184E-07
  5243.09814  1.80215993E-05  9.13036615E-07
  5250.35498  1.79714079E-05  9.08196796E-07
  5257.62158  1.79213548E-05  9.03381078E-07
  5264.89844  1.78714436E-05  8.98592475E-07
  5272.18506  1.78216706E-05  8.93829338E-07
  5279.48193  1.77720358E-05  8.89090018E-07
  5286.78955  1.77225247E-05  8.84369513E-07
  5294.10645  1.76731573E-05  8.79675952E-07
  5301.43359  1.76239264E-05  8.75007288E-07
  5308.771  1.75748301E-05  8.7036176E-07
  5316.11914  1.75258701E-05  8.65742322E-07
  5323.47656  1.74770521E-05  8.61147498E-07
  5330.84473  1.7428365E-05  8.56575639E-07
  5338.22266  1.73798144E-05  8.5202953E-07
  5345.61084  1.73314038E-05  8.47507692E-07
  5353.00977  1.72831205E-05  8.43009616E-07
  5360.41846  1.72349773E-05  8.38534106E-07
  5367.83691  1.71869633E-05  8.34082414E-07
  5375.2666  1.7139073E-05  8.29653175E-07
  5382.70654  1.70913172E-05  8.25247469E-07
  5390.15625  1.70436961E-05  8.20863988E-07
  5397.61621  1.69962113E-05  8.16505178E-07
  5405.08691  1.6948854E-05  8.12169446E-07
  5412.56787  1.69016294E-05  8.07856736E-07
  5420.05859  1.68545394E-05  8.03565683E-07
  5427.56055  1.68075767E-05  7.99298562E-07
  5435.07275  1.6760745E-05  7.95054234E-07
  5442.59521  1.67140442E-05  7.90831052E-07
  5450.12793  1.66674727E-05  7.8663146E-07
  5457.67139  1.6621012E-05  7.82449717E-07
  5465.22461  1.65746842E-05  7.78290257E-07
  5472.78906  1.652848E-05  7.74151431E-07
