 W Density=19.3
 Energy(eV), Delta, Beta
  6215.41406  7.93033469E-05  9.75483908E-06
  6224.0166  7.90797712E-05  9.70712154E-06
  6232.63086  7.88568286E-05  9.65963773E-06
  6241.25732  7.86345045E-05  9.61237129E-06
  6249.89502  7.84128279E-05  9.56535132E-06
  6258.54541  7.81917624E-05  9.51856055E-06
  6267.20752  7.79713155E-05  9.47199715E-06
  6275.88184  7.77511887E-05  9.42559382E-06
  6284.56787  7.75316948E-05  9.3794315E-06
  6293.26611  7.73128122E-05  9.33349838E-06
  6301.97607  7.70945699E-05  9.28778809E-06
  6310.69824  7.68769241E-05  9.2422888E-06
  6319.43213  7.66598969E-05  9.19702597E-06
  6328.1792  7.64434662E-05  9.15198052E-06
  6336.9375  7.62276686E-05  9.10714698E-06
  6345.70801  7.60124603E-05  9.06254445E-06
  6354.49121  7.57976959E-05  9.01816657E-06
  6363.28564  7.55834408E-05  8.97400696E-06
  6372.09277  7.53697823E-05  8.93005199E-06
  6380.91211  7.51567277E-05  8.8863253E-06
  6389.74365  7.49442697E-05  8.84281053E-06
  6398.5874  7.47324229E-05  8.79950858E-06
  6407.44336  7.45211655E-05  8.75640762E-06
  6416.31104  7.4310512E-05  8.71353222E-06
  6425.19189  7.41004478E-05  8.67086419E-06
  6434.08447  7.38909075E-05  8.62837987E-06
  6442.98926  7.36817528E-05  8.58607928E-06
  6451.90674  7.34731875E-05  8.54398422E-06
  6460.83643  7.32652115E-05  8.50209562E-06
  6469.77881  7.30578176E-05  8.46039893E-06
  6478.73291  7.28510204E-05  8.41892142E-06
  6487.7002  7.26447906E-05  8.37764401E-06
  6496.67969  7.24391575E-05  8.33657123E-06
  6505.6709  7.22341138E-05  8.29568762E-06
  6514.6748  7.20296448E-05  8.25501684E-06
  6523.69189  7.18255033E-05  8.21455433E-06
  6532.7207  7.16219292E-05  8.174291E-06
  6541.76221  7.14189227E-05  8.13421411E-06
  6550.81641  7.12164911E-05  8.09434641E-06
  6559.88281  7.10146342E-05  8.05467243E-06
  6568.9624  7.08133375E-05  8.01518217E-06
  6578.05371  7.06126302E-05  7.97589746E-06
  6587.15869  7.04124614E-05  7.93680192E-06
  6596.2749  7.02128964E-05  7.89790374E-06
  6605.40479  7.00137462E-05  7.85917109E-06
  6614.54688  6.98150325E-05  7.82063034E-06
  6623.70166  6.96168863E-05  7.78227695E-06
  6632.86963  6.94192786E-05  7.74409818E-06
  6642.0498  6.92222529E-05  7.70612132E-06
  6651.24268  6.90257875E-05  7.66833182E-06
  6660.44775  6.88298896E-05  7.63072785E-06
  6669.6665  6.86345156E-05  7.59329259E-06
  6678.89697  6.84397382E-05  7.55605606E-06
  6688.1416  6.82454265E-05  7.51899415E-06
  6697.39795  6.80514786E-05  7.48207503E-06
  6706.66748  6.78580545E-05  7.44532645E-06
  6715.94971  6.7665198E-05  7.4087684E-06
  6725.24512  6.74728726E-05  7.37238952E-06
  6734.55273  6.72811075E-05  7.33619027E-06
  6743.87402  6.70898735E-05  7.30015563E-06
  6753.20801  6.68991852E-05  7.26430972E-06
  6762.55469  6.67090426E-05  7.22864161E-06
  6771.91406  6.65194457E-05  7.19313812E-06
  6781.28711  6.63301471E-05  7.15781562E-06
  6790.67236  6.6141336E-05  7.12267092E-06
  6800.07129  6.5953056E-05  7.08769448E-06
  6809.48242  6.57653145E-05  7.05288403E-06
  6818.90723  6.55781041E-05  7.01825138E-06
  6828.34473  6.53914321E-05  6.98379108E-06
  6837.79541  6.52052913E-05  6.94949813E-06
  6847.25928  6.50196671E-05  6.91536297E-06
  6856.73633  6.4834574E-05  6.8814079E-06
  6866.22656  6.46499248E-05  6.84760698E-06
  6875.72949  6.44656175E-05  6.81394704E-06
  6885.24609  6.42818268E-05  6.7804599E-06
  6894.7749  6.40985891E-05  6.74714056E-06
  6904.31787  6.39158461E-05  6.71398311E-06
  6913.87354  6.3733627E-05  6.68097846E-06
  6923.44287  6.35519318E-05  6.64814615E-06
  6933.02588  6.33707459E-05  6.61547438E-06
  6942.62061  6.31900984E-05  6.5829654E-06
  6952.22998  6.30099312E-05  6.55060421E-06
  6961.85205  6.28300259E-05  6.51841447E-06
  6971.48779  6.26506298E-05  6.48638252E-06
  6981.13623  6.24717431E-05  6.45449927E-06
  6990.79883  6.22933658E-05  6.42278019E-06
  7000.47412  6.21155123E-05  6.3912189E-06
  7010.16309  6.19381608E-05  6.35981223E-06
  7019.86523  6.17613041E-05  6.32855063E-06
  7029.58105  6.15849567E-05  6.29745227E-06
  7039.31055  6.14091114E-05  6.26650535E-06
  7049.05322  6.1233608E-05  6.23570122E-06
  7058.80957  6.10584975E-05  6.20503306E-06
  7068.57959  6.08838818E-05  6.17452497E-06
  7078.3623  6.070979E-05  6.1441674E-06
  7088.15967  6.05361674E-05  6.11394944E-06
  7097.96973  6.03630542E-05  6.08388928E-06
  7107.79346  6.01904394E-05  6.05397781E-06
  7117.63086  6.00183121E-05  6.02421233E-06
  7127.48193  5.98466795E-05  5.99458554E-06
  7137.34717  5.96754544E-05  5.96510654E-06
  7147.2251  5.9504524E-05  5.93575987E-06
  7157.11719  5.93340774E-05  5.90655691E-06
  7167.02295  5.91641074E-05  5.87748809E-06
  7176.94238  5.89946358E-05  5.84857253E-06
  7186.87598  5.88256371E-05  5.81979748E-06
  7196.82227  5.86571405E-05  5.79116659E-06
  7206.7832  5.84891059E-05  5.7626653E-06
  7216.7583  5.83215551E-05  5.73431362E-06
  7226.74609  5.81544991E-05  5.706102E-06
  7236.74854  5.79876723E-05  5.67799316E-06
  7246.76465  5.78212566E-05  5.65002483E-06
  7256.79443  5.76553284E-05  5.62219384E-06
  7266.83789  5.74898731E-05  5.59450064E-06
  7276.89551  5.73248835E-05  5.56693567E-06
  7286.96729  5.71603669E-05  5.53951395E-06
  7297.05225  5.69963413E-05  5.51222911E-06
  7307.15186  5.68327559E-05  5.48506796E-06
  7317.26562  5.66696544E-05  5.45804915E-06
  7327.39258  5.65069022E-05  5.43116948E-06
  7337.53418  5.6344441E-05  5.40442761E-06
  7347.68994  5.61824345E-05  5.37780898E-06
  7357.85938  5.60209082E-05  5.3513304E-06
  7368.04297  5.58598404E-05  5.32498143E-06
  7378.24072  5.56992345E-05  5.29876252E-06
  7388.45215  5.55390943E-05  5.27266593E-06
  7398.67822  5.53794089E-05  5.24670349E-06
  7408.91846  5.52201855E-05  5.22087066E-06
  7419.17285  5.50614022E-05  5.19515515E-06
  7429.44141  5.49027864E-05  5.16953287E-06
  7439.72363  5.47446252E-05  5.14403882E-06
  7450.021  5.45869043E-05  5.1186671E-06
  7460.33203  5.4429649E-05  5.09341544E-06
  7470.65771  5.42728376E-05  5.06829383E-06
  7480.99707  5.41164882E-05  5.04329864E-06
  7491.35107  5.3960579E-05  5.01842533E-06
  7501.71973  5.38051208E-05  4.99366706E-06
  7512.10254  5.36501066E-05  4.96903795E-06
  7522.49902  5.34953433E-05  4.94455071E-06
  7532.91113  5.33408856E-05  4.92018671E-06
  7543.33643  5.31868936E-05  4.89595141E-06
  7553.77734  5.30333236E-05  4.87183343E-06
  7564.23193  5.2880212E-05  4.8478355E-06
  7574.70117  5.2727537E-05  4.82394898E-06
  7585.18506  5.25753021E-05  4.80018662E-06
  7595.68311  5.24235038E-05  4.77654203E-06
  7606.1958  5.22721493E-05  4.75301385E-06
  7616.72314  5.21211368E-05  4.72957981E-06
  7627.26465  5.19703426E-05  4.70623081E-06
  7637.82178  5.18199668E-05  4.6829964E-06
  7648.39258  5.16700347E-05  4.65987023E-06
  7658.97803  5.15205356E-05  4.63686501E-06
  7669.57861  5.13714658E-05  4.61397303E-06
  7680.19336  5.12228326E-05  4.59119519E-06
  7690.82324  5.10746177E-05  4.5685224E-06
  7701.46777  5.09268357E-05  4.54596784E-06
  7712.12695  5.07794794E-05  4.52352515E-06
  7722.80078  5.06321994E-05  4.50119433E-06
  7733.48975  5.04853124E-05  4.47896673E-06
  7744.19287  5.03388619E-05  4.45685691E-06
  7754.91113  5.01928298E-05  4.43485533E-06
  7765.64453  5.00472124E-05  4.4129556E-06
  7776.39258  4.99020243E-05  4.39117048E-06
  7787.15527  4.97572582E-05  4.36949358E-06
  7797.93262  4.96129105E-05  4.3479231E-06
  7808.72607  4.9468963E-05  4.32645265E-06
  7819.53369  4.93252701E-05  4.30509772E-06
  7830.35645  4.91818137E-05  4.28384919E-06
  7841.19385  4.9038772E-05  4.26270617E-06
  7852.04639  4.88961523E-05  4.24166092E-06
  7862.91406  4.87539364E-05  4.22072617E-06
  7873.79639  4.86121426E-05  4.19989465E-06
  7884.69385  4.84707562E-05  4.17915999E-06
  7895.60645  4.83297808E-05  4.15853401E-06
  7906.53467  4.8189213E-05  4.13800899E-06
  7917.47803  4.80489944E-05  4.11758128E-06
  7928.43604  4.79088376E-05  4.09722179E-06
  7939.40918  4.77690883E-05  4.07696962E-06
  7950.39795  4.762975E-05  4.05681749E-06
  7961.40137  4.74908193E-05  4.03676586E-06
  7972.41992  4.73522923E-05  4.01680609E-06
  7983.4541  4.72141655E-05  3.99695182E-06
  7994.50342  4.70764426E-05  3.97719532E-06
  8005.56836  4.69391198E-05  3.95753614E-06
  8016.64893  4.6802179E-05  3.9379679E-06
  8027.74414  4.66653182E-05  3.9184888E-06
  8038.85449  4.65287703E-05  3.89910292E-06
  8049.98047  4.63926081E-05  3.87980663E-06
  8061.12207  4.62568423E-05  3.86061083E-06
  8072.2793  4.61214804E-05  3.84151099E-06
  8083.45166  4.59865078E-05  3.82250528E-06
  8094.64014  4.58519244E-05  3.80358688E-06
  8105.84326  4.57177375E-05  3.78476943E-06
  8117.06152  4.55839618E-05  3.76604498E-06
  8128.29639  4.54503606E-05  3.74740625E-06
  8139.54639  4.53168832E-05  3.72886552E-06
  8150.81152  4.5183795E-05  3.71041597E-06
  8162.09277  4.50510925E-05  3.69205736E-06
  8173.38965  4.49187755E-05  3.6737847E-06
  8184.70166  4.47868588E-05  3.655608E-06
  8196.0293  4.46553277E-05  3.63752179E-06
  8207.37305  4.45241712E-05  3.61952402E-06
  8218.7334  4.43933859E-05  3.60160925E-06
  8230.1084  4.42629971E-05  3.58378975E-06
  8241.49902  4.41324883E-05  3.56604937E-06
  8252.90527  4.40023614E-05  3.54839085E-06
  8264.32812  4.38726165E-05  3.5308251E-06
  8275.7666  4.37432536E-05  3.5133462E-06
  8287.21973  4.36142873E-05  3.4959553E-06
  8298.68945  4.34856811E-05  3.47864443E-06
  8310.17578  4.33574533E-05  3.4614236E-06
  8321.67773  4.32296038E-05  3.44428872E-06
  8333.19531  4.31021363E-05  3.42723865E-06
  8344.72852  4.29747051E-05  3.41025634E-06
  8356.27734  4.28474377E-05  3.3933552E-06
  8367.84277  4.27205377E-05  3.37653819E-06
  8379.4248  4.25939943E-05  3.35979848E-06
  8391.02246  4.24678401E-05  3.34314677E-06
  8402.63574  4.2342057E-05  3.32657851E-06
  8414.26562  4.22166449E-05  3.31009164E-06
  8425.91113  4.20915967E-05  3.29368231E-06
  8437.57324  4.19669232E-05  3.27735802E-06
  8449.25098  4.1842497E-05  3.26111513E-06
  8460.94531  4.17179326E-05  3.24494908E-06
  8472.65527  4.15937466E-05  3.22885899E-06
  8484.38184  4.1469928E-05  3.21285256E-06
  8496.125  4.13464695E-05  3.19692572E-06
  8507.88379  4.12233749E-05  3.18107277E-06
  8519.65918  4.11006549E-05  3.16530418E-06
  8531.45117  4.09782879E-05  3.14961267E-06
  8543.25879  4.08562919E-05  3.13399983E-06
  8555.08203  4.07346561E-05  3.11845952E-06
  8566.92285  4.0612802E-05  3.10299583E-06
  8578.78027  4.04911953E-05  3.08760696E-06
  8590.6543  4.03699451E-05  3.0722947E-06
  8602.54395  4.02490659E-05  3.05705453E-06
  8614.4502  4.0128547E-05  3.04189416E-06
  8626.37305  4.00083809E-05  3.0268086E-06
  8638.31152  3.98885895E-05  3.01179921E-06
  8650.26758  3.97691329E-05  2.99685871E-06
  8662.24023  3.96500436E-05  2.98199689E-06
  8674.22949  3.95309653E-05  2.96720782E-06
  8686.23438  3.94118251E-05  2.95248901E-06
  8698.25684  3.92930342E-05  2.93784638E-06
  8710.2959  3.91746034E-05  2.92327672E-06
  8722.35059  3.90565328E-05  2.90877983E-06
  8734.42285  3.89388042E-05  2.89435025E-06
  8746.51172  3.88214357E-05  2.87999683E-06
  8758.61719  3.87044165E-05  2.8657139E-06
  8770.74023  3.85877393E-05  2.85149713E-06
  8782.87891  3.84713603E-05  2.83735585E-06
  8795.03516  3.83545048E-05  2.82327096E-06
  8807.20801  3.82380094E-05  2.80925633E-06
  8819.39648  3.8121867E-05  2.79530809E-06
  8831.60352  3.80060665E-05  2.78143216E-06
  8843.82617  3.78906225E-05  2.76762535E-06
  8856.06738  3.77755168E-05  2.75388652E-06
  8868.32422  3.76607604E-05  2.74021295E-06
  8880.59863  3.75463496E-05  2.72661055E-06
  8892.88965  3.74322881E-05  2.71307613E-06
  8905.19727  3.73178809E-05  2.6995931E-06
  8917.52246  3.72034665E-05  2.68616486E-06
  8929.86523  3.7089394E-05  2.67280666E-06
  8942.22461  3.69756744E-05  2.6595153E-06
  8954.60059  3.68622968E-05  2.64628693E-06
  8966.99414  3.67492648E-05  2.63312722E-06
  8979.40527  3.66365784E-05  2.62003323E-06
  8991.83301  3.6524234E-05  2.60700494E-06
  9004.27832  3.64122207E-05  2.59403669E-06
  9016.74023  3.63001927E-05  2.58113846E-06
  9029.21973  3.61876519E-05  2.56830594E-06
  9041.7168  3.60754493E-05  2.55553664E-06
  9054.23145  3.59635778E-05  2.54282691E-06
  9066.7627  3.58520701E-05  2.53018493E-06
  9079.31055  3.57409008E-05  2.51760594E-06
  9091.87695  3.56300625E-05  2.50508492E-06
  9104.46094  3.55195662E-05  2.49263007E-06
  9117.0625  3.54094082E-05  2.48023707E-06
  9129.68066  3.52995921E-05  2.46790637E-06
  9142.31641  3.5188772E-05  2.45560932E-06
  9154.96973  3.50781411E-05  2.44337434E-06
  9167.64062  3.49678558E-05  2.43120076E-06
  9180.3291  3.48579015E-05  2.41908401E-06
  9193.03516  3.47483001E-05  2.40703162E-06
  9205.75781  3.46390443E-05  2.39503947E-06
  9218.5  3.45301123E-05  2.38310599E-06
  9231.25879  3.4421515E-05  2.3712289E-06
  9244.03516  3.43132597E-05  2.35941457E-06
  9256.8291  3.42043604E-05  2.34766662E-06
  9269.64062  3.409493E-05  2.33598416E-06
  9282.4707  3.39858343E-05  2.32435536E-06
  9295.31836  3.38770915E-05  2.31278818E-06
  9308.18262  3.37686943E-05  2.30127921E-06
  9321.06543  3.36606317E-05  2.28982731E-06
  9333.9668  3.35528966E-05  2.27842838E-06
  9346.88574  3.34455144E-05  2.26708971E-06
  9359.82129  3.33384705E-05  2.25580834E-06
  9372.77637  3.32314194E-05  2.24457585E-06
  9385.74902  3.31226402E-05  2.23338384E-06
  9398.73926  3.30142102E-05  2.22224776E-06
  9411.74707  3.29061295E-05  2.21116761E-06
  9424.77344  3.27983798E-05  2.20013885E-06
  9437.81738  3.26909867E-05  2.18916898E-06
  9450.88086  3.25839283E-05  2.178253E-06
  9463.96094  3.24772118E-05  2.16738908E-06
  9477.05957  3.23708446E-05  2.15658201E-06
  9490.17578  3.22648193E-05  2.14582928E-06
  9503.31055  3.21568186E-05  2.13513113E-06
  9516.46387  3.20481995E-05  2.12448367E-06
  9529.63477  3.19399587E-05  2.11389283E-06
  9542.82422  3.18320635E-05  2.10335406E-06
  9556.03223  3.17245285E-05  2.09286827E-06
  9569.25781  3.16173282E-05  2.08243205E-06
  9582.50195  3.1510488E-05  2.07205039E-06
  9595.76465  3.14040008E-05  2.06172081E-06
  9609.0459  3.12978555E-05  2.05144238E-06
  9622.34473  3.11904878E-05  2.0412117E-06
  9635.66309  3.10802643E-05  2.03103264E-06
  9648.99902  3.09704155E-05  2.02090428E-06
  9662.35352  3.08609197E-05  2.01082344E-06
  9675.72656  3.07518094E-05  2.00079626E-06
  9689.11816  3.06430666E-05  1.99081887E-06
  9702.5293  3.05346839E-05  1.9808906E-06
  9715.95703  3.04266632E-05  1.97100985E-06
  9729.4043  3.03190154E-05  1.96118094E-06
  9742.87012  3.02117278E-05  1.95140137E-06
  9756.35547  3.00959382E-05  1.94181621E-06
  9769.8584  2.99805033E-05  1.93228334E-06
  9783.37988  2.98654722E-05  1.92279708E-06
  9796.9209  2.97508468E-05  1.91335744E-06
  9810.48047  2.96366015E-05  1.90396122E-06
  9824.05859  2.95227874E-05  1.89461377E-06
  9837.65527  2.9409377E-05  1.88531294E-06
  9851.27148  2.9296365E-05  1.8760569E-06
  9864.90527  2.91837368E-05  1.8668444E-06
  9878.55859  2.90715234E-05  1.85767954E-06
  9892.23145  2.89597047E-05  1.84855946E-06
  9905.92285  2.8839986E-05  1.83948896E-06
  9919.63281  2.87077037E-05  1.83046768E-06
  9933.3623  2.8575967E-05  1.82149267E-06
  9947.11035  2.84447415E-05  1.812562E-06
  9960.87793  2.83139834E-05  1.80367249E-06
  9974.66406  2.81837692E-05  1.79482902E-06
  9988.46875  2.80540589E-05  1.78602966E-06
  10002.2939  2.7924847E-05  1.77727259E-06
  10016.1377  2.77961008E-05  1.76855633E-06
  10030.  2.76678911E-05  1.75988521E-06
  10038.1328  2.75929779E-05  1.75482296E-06
  10046.2734  2.75182283E-05  1.74977481E-06
  10054.4189  2.74436552E-05  1.74474167E-06
  10062.5723  2.72964644E-05  1.73972285E-06
  10070.7314  2.69060147E-05  1.73472142E-06
  10078.8984  2.65159397E-05  1.72972898E-06
  10087.0703  2.61278801E-05  1.724757E-06
  10095.25  2.57405918E-05  1.7197957E-06
  10103.4365  2.53544931E-05  1.71484919E-06
  10111.6299  2.4969575E-05  1.70991632E-06
  10119.8281  2.45858464E-05  1.70499845E-06
  10128.0342  2.42032893E-05  1.70009446E-06
  10136.2471  2.38219054E-05  1.69520445E-06
  10144.4658  2.34416984E-05  1.69032876E-06
  10152.6924  2.30626538E-05  1.6854666E-06
  10160.9258  2.26847769E-05  1.68061842E-06
  10169.165  2.2308066E-05  1.6757848E-06
  10177.4102  2.19325193E-05  1.67096505E-06
  10185.6631  2.15581258E-05  1.6661586E-06
  10193.9229  2.11852857E-05  1.66136886E-06
  10202.1885  2.08132042E-05  1.65659037E-06
  10210.4609  2.15039217E-05  4.2567126E-06
  10218.7412  2.35802072E-05  4.2435513E-06
  10227.0273  2.47711596E-05  4.23043821E-06
  10235.3203  2.48311189E-05  4.21737377E-06
  10243.6191  2.48908254E-05  4.20434981E-06
  10251.9258  2.49502682E-05  4.19136586E-06
  10260.2393  2.50094527E-05  4.17842057E-06
  10268.5596  2.50683788E-05  4.16551666E-06
  10276.8867  2.51270485E-05  4.15265185E-06
  10285.2188  2.51854726E-05  4.13982798E-06
  10293.5586  2.5243633E-05  4.12704321E-06
  10301.9062  2.53015369E-05  4.11429755E-06
  10310.2598  2.53590752E-05  4.10159782E-06
  10318.6201  2.54164752E-05  4.0889322E-06
  10326.9873  2.54736206E-05  4.07630432E-06
  10335.3623  2.55305131E-05  4.06371419E-06
  10343.7422  2.55871619E-05  4.05116543E-06
  10352.1299  2.56435542E-05  4.03865442E-06
  10360.5244  2.56996991E-05  4.02618161E-06
  10368.9258  2.57555912E-05  4.01374791E-06
  10377.334  2.58112377E-05  4.00135195E-06
  10385.749  2.5866635E-05  3.98899465E-06
  10394.1699  2.58758719E-05  3.97667463E-06
  10402.5977  2.58589571E-05  3.96439145E-06
  10411.0332  2.58420241E-05  3.95214647E-06
  10419.4766  2.58250748E-05  3.93993878E-06
  10427.9248  2.58080945E-05  3.92777565E-06
  10436.3809  2.57911233E-05  3.91564436E-06
  10444.8438  2.57741394E-05  3.90354899E-06
  10453.3135  2.57571428E-05  3.89149091E-06
  10461.79  2.57401334E-05  3.87947102E-06
  10470.2725  2.57231186E-05  3.86748934E-06
  10478.7637  2.57060801E-05  3.85554222E-06
  10487.2598  2.56890416E-05  3.84363375E-06
  10495.7646  2.56719795E-05  3.83176075E-06
  10504.2754  2.56549101E-05  3.81992595E-06
  10512.793  2.56378298E-05  3.80812685E-06
  10521.3174  2.56207404E-05  3.79636435E-06
  10529.8496  2.5603631E-05  3.7846371E-06
  10538.3877  2.55865179E-05  3.77294873E-06
  10546.9336  2.55693867E-05  3.76129424E-06
  10555.4844  2.55522227E-05  3.7496834E-06
  10564.0449  2.5525369E-05  3.73810303E-06
  10572.6104  2.54967781E-05  3.72656018E-06
  10581.1846  2.54682054E-05  3.71505098E-06
  10589.7646  2.54396637E-05  3.70357839E-06
  10598.3506  2.54111492E-05  3.69214172E-06
  10606.9453  2.53826584E-05  3.68074097E-06
  10615.5469  2.53541875E-05  3.66937365E-06
  10624.1543  2.53257531E-05  3.65804249E-06
  10632.7695  2.5297335E-05  3.64674611E-06
  10641.3906  2.52689515E-05  3.63548497E-06
  10650.0205  2.52405862E-05  3.62425772E-06
  10658.6562  2.52122463E-05  3.61306593E-06
  10667.2988  2.51839392E-05  3.6019087E-06
  10675.9482  2.51556394E-05  3.59079263E-06
  10684.6064  2.51273741E-05  3.57970316E-06
  10693.2695  2.50991397E-05  3.56864916E-06
  10701.9414  2.50709272E-05  3.55762791E-06
  10710.6191  2.50427456E-05  3.54664235E-06
  10719.3047  2.5014584E-05  3.53569021E-06
  10727.9961  2.49861951E-05  3.52477218E-06
  10736.6953  2.49524346E-05  3.51388576E-06
  10745.4014  2.49187215E-05  3.50303321E-06
  10754.1152  2.48850447E-05  3.49221295E-06
  10762.835  2.48514207E-05  3.48142862E-06
  10771.5625  2.48178349E-05  3.47067612E-06
  10780.2969  2.47842927E-05  3.45995636E-06
  10789.0381  2.47507978E-05  3.44927162E-06
  10797.7871  2.47173321E-05  3.43862348E-06
  10806.543  2.46839209E-05  3.42800331E-06
  10815.3057  2.46505551E-05  3.41741679E-06
  10824.0762  2.46172276E-05  3.4068612E-06
  10832.8525  2.45839547E-05  3.39633993E-06
  10841.6367  2.45507144E-05  3.3858505E-06
  10850.4287  2.45175179E-05  3.37539313E-06
  10859.2266  2.44843704E-05  3.36496828E-06
  10868.0322  2.44512594E-05  3.35457594E-06
  10876.8447  2.44181974E-05  3.34421588E-06
  10885.665  2.43851719E-05  3.33388653E-06
  10894.4912  2.43521972E-05  3.32359059E-06
  10903.3262  2.43181839E-05  3.31332558E-06
  10912.167  2.42810511E-05  3.30309194E-06
  10921.0166  2.42439692E-05  3.29288969E-06
  10929.8711  2.42069473E-05  3.28272563E-06
  10938.7354  2.41699745E-05  3.2725859E-06
  10947.6045  2.4133069E-05  3.26247891E-06
  10956.4824  2.4096209E-05  3.25240262E-06
  10965.3662  2.40594145E-05  3.24235702E-06
  10974.2578  2.40226746E-05  3.23234326E-06
  10983.1562  2.39859874E-05  3.22235996E-06
  10992.0625  2.39493584E-05  3.21240782E-06
  11000.9766  2.39127785E-05  3.20248569E-06
  11009.8965  2.38762659E-05  3.19259539E-06
  11018.8242  2.38398006E-05  3.18273419E-06
  11027.7598  2.38033899E-05  3.17290414E-06
  11036.7021  2.37670356E-05  3.16310411E-06
  11045.6514  2.37307395E-05  3.15333546E-06
  11054.6084  2.36944961E-05  3.14359613E-06
  11063.5723  2.36583091E-05  3.13389251E-06
  11072.543  2.36221804E-05  3.12421321E-06
  11081.5215  2.3583887E-05  3.11456461E-06
  11090.5088  2.35430416E-05  3.10494625E-06
  11099.501  2.35022799E-05  3.09535812E-06
  11108.501  2.34615836E-05  3.08579956E-06
  11117.5088  2.34209547E-05  3.07627079E-06
  11126.5244  2.33803949E-05  3.06676998E-06
  11135.5469  2.33399096E-05  3.05729986E-06
  11144.5762  2.32994953E-05  3.04785863E-06
  11153.6133  2.32591447E-05  3.03844649E-06
  11162.6572  2.32188686E-05  3.02906346E-06
  11171.709  2.31786616E-05  3.01970931E-06
  11180.7686  2.31385184E-05  3.01038472E-06
  11189.834  2.30984533E-05  3.001094E-06
  11198.9072  2.30584556E-05  2.99182602E-06
  11207.9893  2.30185215E-05  2.98258715E-06
  11217.0771  2.29786619E-05  2.97337624E-06
  11226.1729  2.29388643E-05  2.96419466E-06
  11235.2764  2.28991375E-05  2.95504105E-06
  11244.3857  2.28594854E-05  2.94591564E-06
  11253.5039  2.28198933E-05  2.9368191E-06
  11262.6299  2.27737874E-05  2.9277478E-06
  11271.7627  2.27244018E-05  2.91870492E-06
  11280.9033  2.26751108E-05  2.9096891E-06
  11290.0498  2.26259308E-05  2.9007017E-06
  11299.2051  2.25768417E-05  2.89174227E-06
  11308.3672  2.25278709E-05  2.8828149E-06
  11317.5371  2.24789837E-05  2.87391049E-06
  11326.7139  2.24301966E-05  2.86503382E-06
  11335.8994  2.23815041E-05  2.85618444E-06
  11345.0918  2.23329116E-05  2.84736143E-06
  11354.291  2.22844228E-05  2.83856684E-06
  11363.4971  2.22360322E-05  2.82979977E-06
  11372.7129  2.21877326E-05  2.82105816E-06
  11381.9346  2.21395367E-05  2.8123452E-06
  11391.1641  2.20914371E-05  2.80365816E-06
  11400.4004  2.20434395E-05  2.79499841E-06
  11409.6455  2.19955346E-05  2.78636526E-06
  11418.8965  2.19477315E-05  2.77775894E-06
  11428.1572  2.19000158E-05  2.76917876E-06
  11437.4238  2.18524074E-05  2.76062542E-06
  11446.6982  2.1636195E-05  2.75210141E-06
  11455.9805  2.13966123E-05  2.74360832E-06
  11465.2695  2.11575098E-05  2.73513706E-06
  11474.5664  2.09191276E-05  2.72669217E-06
  11483.8701  2.0681462E-05  2.71827412E-06
  11493.1836  2.04445041E-05  2.70988016E-06
  11502.5029  2.02082665E-05  2.70151327E-06
  11511.8301  1.99727365E-05  2.69317138E-06
  11521.1641  1.97379231E-05  2.68485724E-06
  11530.5078  1.95038083E-05  2.67656674E-06
  11539.8564  1.92704101E-05  2.66830307E-06
  11549.2148  1.92976258E-05  3.7247512E-06
  11558.5791  1.95309403E-05  3.71364581E-06
  11567.9521  1.97634454E-05  3.70257362E-06
  11577.332  1.99948354E-05  3.69154009E-06
  11586.7207  2.02257324E-05  3.68053293E-06
  11596.1162  2.0455831E-05  3.66955919E-06
  11605.5186  2.06851328E-05  3.65861911E-06
  11614.9297  2.09136342E-05  3.64770995E-06
  11624.3486  2.11224178E-05  3.63683421E-06
  11633.7734  2.11096885E-05  3.62599826E-06
  11643.208  2.10969411E-05  3.61519278E-06
  11652.6484  2.10841845E-05  3.60442004E-06
  11662.0977  2.10714061E-05  3.59367914E-06
  11671.5547  2.10586149E-05  3.58297075E-06
  11681.0186  2.10458147E-05  3.57229396E-06
  11690.4902  2.10329999E-05  3.56164969E-06
  11699.9707  2.10201688E-05  3.55103612E-06
  11709.457  2.10073049E-05  3.54046051E-06
  11718.9531  2.09944428E-05  3.52991015E-06
  11728.4551  2.09815753E-05  3.51939229E-06
  11737.9658  2.09686914E-05  3.50890468E-06
  11747.4844  2.09557911E-05  3.49844868E-06
  11757.0098  2.09428854E-05  3.4880245E-06
  11766.543  2.09299615E-05  3.47763012E-06
  11776.085  2.09170212E-05  3.46726711E-06
  11785.6338  2.09040736E-05  3.45693616E-06
  11795.1904  2.08911097E-05  3.44663499E-06
  11804.7559  2.08781312E-05  3.43636361E-06
  11814.3271  2.08606907E-05  3.42612338E-06
  11823.9082  2.08314505E-05  3.41590794E-06
  11833.4951  2.08022593E-05  3.40572524E-06
  11843.0908  2.07731027E-05  3.39557141E-06
  11852.6953  2.07439825E-05  3.38544714E-06
  11862.3057  2.07149042E-05  3.37535994E-06
  11871.9248  2.06858676E-05  3.36529615E-06
  11881.5508  2.06568729E-05  3.35526352E-06
  11891.1855  2.06279165E-05  3.34526089E-06
  11900.8281  2.0599E-05  3.33528737E-06
  11910.4775  2.05701253E-05  3.3253441E-06
  11920.1367  2.05412834E-05  3.31542924E-06
