 Al Density=2.699
 Energy(eV), Delta, Beta
  5971.05029  1.54938552E-05  4.98761267E-07
  5979.31445  1.54505542E-05  4.96082635E-07
  5987.59033  1.54073732E-05  4.93418327E-07
  5995.87695  1.53643177E-05  4.90767547E-07
  6004.17578  1.53213768E-05  4.88131775E-07
  6012.48584  1.52785597E-05  4.8551027E-07
  6020.80762  1.52358607E-05  4.82902749E-07
  6029.14062  1.519328E-05  4.80308415E-07
  6037.48486  1.5150822E-05  4.77730737E-07
  6045.84131  1.51084787E-05  4.75167013E-07
  6054.20898  1.50662554E-05  4.7261625E-07
  6062.58789  1.50241531E-05  4.70080153E-07
  6070.979  1.49821635E-05  4.6755747E-07
  6079.38184  1.49402913E-05  4.65048345E-07
  6087.79541  1.48985418E-05  4.62552009E-07
  6096.22168  1.48569025E-05  4.60069742E-07
  6104.65869  1.4815384E-05  4.57600976E-07
  6113.10791  1.47739793E-05  4.5514534E-07
  6121.56885  1.473269E-05  4.52702096E-07
  6130.0415  1.46915154E-05  4.50271415E-07
  6138.52539  1.46504608E-05  4.47851079E-07
  6147.02148  1.46095153E-05  4.45443646E-07
  6155.52881  1.45686899E-05  4.43048492E-07
  6164.04932  1.45279691E-05  4.4066681E-07
  6172.58008  1.44873711E-05  4.38298173E-07
  6181.12354  1.44468813E-05  4.35941331E-07
  6189.67822  1.44065079E-05  4.3359799E-07
  6198.24512  1.43662455E-05  4.31267296E-07
  6206.82373  1.43260968E-05  4.28949079E-07
  6215.41406  1.42860608E-05  4.26642714E-07
  6224.0166  1.42461349E-05  4.24349366E-07
  6232.63086  1.42063218E-05  4.22067842E-07
  6241.25732  1.41666178E-05  4.19797516E-07
  6249.89502  1.41270284E-05  4.17540292E-07
  6258.54541  1.40875463E-05  4.15295119E-07
  6267.20752  1.4048177E-05  4.13062111E-07
  6275.88184  1.40089141E-05  4.108403E-07
  6284.56787  1.3969765E-05  4.08631223E-07
  6293.26611  1.39307231E-05  4.06433998E-07
  6301.97607  1.38917912E-05  4.04248652E-07
  6310.69824  1.38529686E-05  4.02074306E-07
  6319.43213  1.3814255E-05  3.99912466E-07
  6328.1792  1.37756442E-05  3.97761937E-07
  6336.9375  1.37371471E-05  3.95621129E-07
  6345.70801  1.36987555E-05  3.93492542E-07
  6354.49121  1.36604694E-05  3.9137538E-07
  6363.28564  1.36222943E-05  3.89269729E-07
  6372.09277  1.35842238E-05  3.87174623E-07
  6380.91211  1.35462597E-05  3.85091539E-07
  6389.74365  1.3508401E-05  3.83019653E-07
  6398.5874  1.34706479E-05  3.80958937E-07
  6407.44336  1.34330021E-05  3.78908595E-07
  6416.31104  1.33954618E-05  3.76870048E-07
  6425.19189  1.33580234E-05  3.74842386E-07
  6434.08447  1.33206968E-05  3.72824502E-07
  6442.98926  1.32834793E-05  3.70817645E-07
  6451.90674  1.32463638E-05  3.68821617E-07
  6460.83643  1.32093519E-05  3.66836304E-07
  6469.77881  1.31724437E-05  3.64860966E-07
  6478.73291  1.31356401E-05  3.62897083E-07
  6487.7002  1.30989365E-05  3.60943602E-07
  6496.67969  1.30623366E-05  3.59000751E-07
  6505.6709  1.30258413E-05  3.57067734E-07
  6514.6748  1.2989447E-05  3.55145772E-07
  6523.69189  1.29531509E-05  3.53234071E-07
  6532.7207  1.29169603E-05  3.51332773E-07
  6541.76221  1.28808615E-05  3.49439745E-07
  6550.81641  1.28448628E-05  3.47557517E-07
  6559.88281  1.2808965E-05  3.45685407E-07
  6568.9624  1.27731655E-05  3.43822734E-07
  6578.05371  1.27374697E-05  3.41970775E-07
  6587.15869  1.27018693E-05  3.40128707E-07
  6596.2749  1.26663736E-05  3.38296701E-07
  6605.40479  1.26309733E-05  3.36473846E-07
  6614.54688  1.25956731E-05  3.34661536E-07
  6623.70166  1.25604711E-05  3.32858889E-07
  6632.86963  1.25253655E-05  3.31065422E-07
  6642.0498  1.24903636E-05  3.2928196E-07
  6651.24268  1.24554645E-05  3.27507792E-07
  6660.44775  1.24206654E-05  3.25743173E-07
  6669.6665  1.23859581E-05  3.23987393E-07
  6678.89697  1.23513537E-05  3.22241789E-07
  6688.1416  1.23168402E-05  3.20505478E-07
  6697.39795  1.22824267E-05  3.18778604E-07
  6706.66748  1.22481088E-05  3.17060454E-07
  6715.94971  1.22138863E-05  3.15352139E-07
  6725.24512  1.21797584E-05  3.13653004E-07
  6734.55273  1.21457288E-05  3.11963106E-07
  6743.87402  1.21117901E-05  3.10281678E-07
  6753.20801  1.20779532E-05  3.0860889E-07
  6762.55469  1.20442146E-05  3.0694477E-07
  6771.91406  1.20105706E-05  3.05289035E-07
  6781.28711  1.19770175E-05  3.03642707E-07
  6790.67236  1.19435626E-05  3.02005418E-07
  6800.07129  1.19101969E-05  3.00376826E-07
  6809.48242  1.18769276E-05  2.98756589E-07
  6818.90723  1.18437492E-05  2.9714559E-07
  6828.34473  1.18106645E-05  2.95543288E-07
  6837.79541  1.17776717E-05  2.93949626E-07
  6847.25928  1.17447707E-05  2.92364064E-07
  6856.73633  1.17119616E-05  2.90787511E-07
  6866.22656  1.16792362E-05  2.8921886E-07
  6875.72949  1.16466026E-05  2.87658224E-07
  6885.24609  1.161406E-05  2.86106484E-07
  6894.7749  1.15816119E-05  2.84563242E-07
  6904.31787  1.15492503E-05  2.83028243E-07
  6913.87354  1.15169805E-05  2.8150103E-07
  6923.44287  1.14847999E-05  2.79982515E-07
  6933.02588  1.14527083E-05  2.78472243E-07
  6942.62061  1.14207105E-05  2.76970184E-07
  6952.22998  1.13887972E-05  2.75475628E-07
  6961.85205  1.13569768E-05  2.73989741E-07
  6971.48779  1.13252472E-05  2.72511357E-07
  6981.13623  1.12936104E-05  2.71040079E-07
  6990.79883  1.12620619E-05  2.69577214E-07
  7000.47412  1.12306025E-05  2.6812225E-07
  7010.16309  1.11992294E-05  2.66675158E-07
  7019.86523  1.11679456E-05  2.65235428E-07
  7029.58105  1.11367481E-05  2.63803912E-07
  7039.31055  1.11056361E-05  2.62380127E-07
  7049.05322  1.10746141E-05  2.60964043E-07
  7058.80957  1.10436758E-05  2.59555122E-07
  7068.57959  1.10128249E-05  2.58154273E-07
  7078.3623  1.09820621E-05  2.56761098E-07
  7088.15967  1.09513885E-05  2.5537409E-07
  7097.96973  1.09208031E-05  2.53995012E-07
  7107.79346  1.08903041E-05  2.52623408E-07
  7117.63086  1.08598888E-05  2.51259166E-07
  7127.48193  1.08295599E-05  2.49901888E-07
  7137.34717  1.07993119E-05  2.4855234E-07
  7147.2251  1.07691531E-05  2.47210153E-07
  7157.11719  1.07390761E-05  2.45875242E-07
  7167.02295  1.07090837E-05  2.44547067E-07
  7176.94238  1.06791749E-05  2.43226481E-07
  7186.87598  1.0649348E-05  2.41913057E-07
  7196.82227  1.06196067E-05  2.40606539E-07
  7206.7832  1.05899398E-05  2.39306075E-07
  7216.7583  1.05603549E-05  2.38013087E-07
  7226.74609  1.05308554E-05  2.36727132E-07
  7236.74854  1.05014369E-05  2.35447672E-07
  7246.76465  1.04721003E-05  2.34175559E-07
  7256.79443  1.04428473E-05  2.32910338E-07
  7266.83789  1.04136761E-05  2.31651967E-07
  7276.89551  1.0384585E-05  2.30399976E-07
  7286.96729  1.03555749E-05  2.29155162E-07
  7297.05225  1.03266475E-05  2.27917113E-07
  7307.15186  1.02977992E-05  2.2668533E-07
  7317.26562  1.02690401E-05  2.25460084E-07
  7327.39258  1.02403683E-05  2.24241376E-07
  7337.53418  1.02117747E-05  2.23029176E-07
  7347.68994  1.01832602E-05  2.21823115E-07
  7357.85938  1.01548267E-05  2.20624045E-07
  7368.04297  1.01264723E-05  2.19431456E-07
  7378.24072  1.0098197E-05  2.18245304E-07
  7388.45215  1.00700008E-05  2.17065207E-07
  7398.67822  1.00418838E-05  2.15891845E-07
  7408.91846  1.00138441E-05  2.14724849E-07
  7419.17285  9.98588257E-06  2.13563794E-07
  7429.44141  9.95799837E-06  2.12409319E-07
  7439.72363  9.93018784E-06  2.1126057E-07
  7450.021  9.90245371E-06  2.10117946E-07
  7460.33203  9.8747978E-06  2.08981191E-07
  7470.65771  9.84721737E-06  2.07850917E-07
  7480.99707  9.81971607E-06  2.06726853E-07
  7491.35107  9.79229026E-06  2.05608799E-07
  7501.71973  9.76494084E-06  2.04496459E-07
  7512.10254  9.73766873E-06  2.03390499E-07
  7522.49902  9.71047393E-06  2.02290551E-07
  7532.91113  9.68335189E-06  2.01196173E-07
  7543.33643  9.65630898E-06  2.00108119E-07
  7553.77734  9.62934155E-06  1.99025536E-07
  7564.23193  9.60245507E-06  1.9794858E-07
  7574.70117  9.57564225E-06  1.96877082E-07
  7585.18506  9.54890402E-06  1.95811708E-07
  7595.68311  9.52224218E-06  1.94752161E-07
  7606.1958  9.49565401E-06  1.93698341E-07
  7616.72314  9.46913951E-06  1.92649836E-07
  7627.26465  9.44269959E-06  1.91607427E-07
  7637.82178  9.41633243E-06  1.90570603E-07
  7648.39258  9.39003985E-06  1.89539122E-07
  7658.97803  9.36382185E-06  1.88513525E-07
  7669.57861  9.33767478E-06  1.87493498E-07
  7680.19336  9.31160776E-06  1.86478587E-07
  7690.82324  9.28561349E-06  1.85468792E-07
  7701.46777  9.25969198E-06  1.84464781E-07
  7712.12695  9.23384141E-06  1.83466213E-07
  7722.80078  9.20806542E-06  1.82473087E-07
  7733.48975  9.18235946E-06  1.81485007E-07
  7744.19287  9.15672717E-06  1.80502639E-07
  7754.91113  9.13116492E-06  1.79525557E-07
  7765.64453  9.1056736E-06  1.78553449E-07
  7776.39258  9.08025413E-06  1.77586898E-07
  7787.15527  9.0549056E-06  1.76625662E-07
  7797.93262  9.02962984E-06  1.75669413E-07
  7808.72607  9.00442046E-06  1.74717499E-07
  7819.53369  8.97928385E-06  1.73771085E-07
  7830.35645  8.95421636E-06  1.728298E-07
  7841.19385  8.92921889E-06  1.71893618E-07
  7852.04639  8.90429237E-06  1.70962252E-07
  7862.91406  8.87943588E-06  1.70036202E-07
  7873.79639  8.85464851E-06  1.69115211E-07
  7884.69385  8.82992936E-06  1.68198909E-07
  7895.60645  8.80527932E-06  1.6728788E-07
  7906.53467  8.78069932E-06  1.66381739E-07
  7917.47803  8.75618571E-06  1.65480543E-07
  7928.43604  8.73174122E-06  1.64583781E-07
  7939.40918  8.70736585E-06  1.63692107E-07
  7950.39795  8.68305779E-06  1.62805279E-07
  7961.40137  8.65881884E-06  1.61923282E-07
  7972.41992  8.6346472E-06  1.61045776E-07
  7983.4541  8.61054286E-06  1.601733E-07
  7994.50342  8.58650583E-06  1.593056E-07
  8005.56836  8.56253519E-06  1.58442546E-07
  8016.64893  8.53863003E-06  1.5758387E-07
  8027.74414  8.51479399E-06  1.56730167E-07
  8038.85449  8.49102435E-06  1.55881096E-07
  8049.98047  8.46732291E-06  1.55036304E-07
  8061.12207  8.44369606E-06  1.54195888E-07
  8072.2793  8.42013469E-06  1.53360062E-07
  8083.45166  8.39663971E-06  1.5252877E-07
  8094.64014  8.37320931E-06  1.51701698E-07
  8105.84326  8.3498453E-06  1.50879401E-07
  8117.06152  8.3265486E-06  1.50061609E-07
  8128.29639  8.30331282E-06  1.49247938E-07
  8139.54639  8.28014436E-06  1.48438986E-07
  8150.81152  8.25704046E-06  1.4763441E-07
  8162.09277  8.23400023E-06  1.46834211E-07
  8173.38965  8.21102367E-06  1.46038062E-07
  8184.70166  8.18811077E-06  1.45246219E-07
  8196.0293  8.1652579E-06  1.44458369E-07
  8207.37305  8.1424696E-06  1.43674782E-07
  8218.7334  8.11974132E-06  1.42895146E-07
  8230.1084  8.09707944E-06  1.42120072E-07
  8241.49902  8.07448032E-06  1.41349176E-07
  8252.90527  8.05194486E-06  1.4058223E-07
  8264.32812  8.02947125E-06  1.3981969E-07
  8275.7666  8.00706039E-06  1.39061299E-07
  8287.21973  7.98471501E-06  1.38307058E-07
  8298.68945  7.96242966E-06  1.37556654E-07
  8310.17578  7.94020616E-06  1.36810542E-07
  8321.67773  7.91804905E-06  1.36068323E-07
  8333.19531  7.8959547E-06  1.3533014E-07
  8344.72852  7.87392219E-06  1.34595723E-07
  8356.27734  7.85195243E-06  1.33865555E-07
  8367.84277  7.83004361E-06  1.33139352E-07
  8379.4248  7.808193E-06  1.32416801E-07
  8391.02246  7.78640515E-06  1.31698471E-07
  8402.63574  7.76467914E-06  1.3098402E-07
  8414.26562  7.74301225E-06  1.30273477E-07
  8425.91113  7.72140811E-06  1.29566558E-07
  8437.57324  7.69986127E-06  1.28863689E-07
  8449.25098  7.67837719E-06  1.28164444E-07
  8460.94531  7.65695677E-06  1.27468496E-07
  8472.65527  7.63559729E-06  1.26776158E-07
  8484.38184  7.61429555E-06  1.26087784E-07
  8496.125  7.59305385E-06  1.25403133E-07
  8507.88379  7.57187127E-06  1.24722007E-07
  8519.65918  7.55074825E-06  1.24044831E-07
  8531.45117  7.52968299E-06  1.23371279E-07
  8543.25879  7.50867775E-06  1.22701451E-07
  8555.08203  7.48773164E-06  1.22035047E-07
  8566.92285  7.46684373E-06  1.21372466E-07
  8578.78027  7.44601175E-06  1.20713452E-07
  8590.6543  7.42523889E-06  1.20057976E-07
  8602.54395  7.40452515E-06  1.19405826E-07
  8614.4502  7.38386825E-06  1.18757427E-07
  8626.37305  7.36326956E-06  1.18112567E-07
  8638.31152  7.34272908E-06  1.17471231E-07
  8650.26758  7.32224544E-06  1.16833149E-07
  8662.24023  7.30181773E-06  1.16198734E-07
  8674.22949  7.28144641E-06  1.15567779E-07
  8686.23438  7.26113512E-06  1.14940086E-07
  8698.25684  7.24087749E-06  1.14315974E-07
  8710.2959  7.22067716E-06  1.13695279E-07
  8722.35059  7.20053504E-06  1.13077931E-07
  8734.42285  7.18045249E-06  1.12463496E-07
  8746.51172  7.16042587E-06  1.11852579E-07
  8758.61719  7.14045427E-06  1.11245001E-07
  8770.74023  7.12053816E-06  1.10640528E-07
  8782.87891  7.10067934E-06  1.10039551E-07
  8795.03516  7.08087418E-06  1.09441828E-07
  8807.20801  7.06112496E-06  1.08847374E-07
  8819.39648  7.04143258E-06  1.08255989E-07
  8831.60352  7.02179295E-06  1.07667979E-07
  8843.82617  7.00220926E-06  1.07083196E-07
  8856.06738  6.98267786E-06  1.0650156E-07
  8868.32422  6.96320558E-06  1.05922695E-07
  8880.59863  6.94378923E-06  1.05346928E-07
  8892.88965  6.92442654E-06  1.04774337E-07
  8905.19727  6.90511979E-06  1.04204851E-07
  8917.52246  6.88586533E-06  1.03638278E-07
  8929.86523  6.86666363E-06  1.0307496E-07
  8942.22461  6.84751603E-06  1.02514718E-07
  8954.60059  6.82842347E-06  1.01957369E-07
  8966.99414  6.80938228E-06  1.01403209E-07
  8979.40527  6.79039431E-06  1.00852077E-07
  8991.83301  6.77145999E-06  1.0030395E-07
  9004.27832  6.75257797E-06  9.97586369E-08
  9016.74023  6.73374961E-06  9.92161446E-08
  9029.21973  6.71497264E-06  9.86765798E-08
  9041.7168  6.69624842E-06  9.81399495E-08
  9054.23145  6.67757558E-06  9.76060619E-08
  9066.7627  6.65895595E-06  9.70752723E-08
  9079.31055  6.64038862E-06  9.65473888E-08
  9091.87695  6.62187222E-06  9.6022184E-08
  9104.46094  6.6034072E-06  9.55000203E-08
  9117.0625  6.58499266E-06  9.49806989E-08
  9129.68066  6.56663133E-06  9.44642125E-08
  9142.31641  6.54832093E-06  9.39503906E-08
  9154.96973  6.530061E-06  9.34394748E-08
  9167.64062  6.51185292E-06  9.29312449E-08
  9180.3291  6.4936944E-06  9.24256014E-08
  9193.03516  6.47558727E-06  9.19228924E-08
  9205.75781  6.45753153E-06  9.14229474E-08
  9218.5  6.43952399E-06  9.09256954E-08
  9231.25879  6.42156738E-06  9.04309942E-08
  9244.03516  6.40366125E-06  8.99391637E-08
  9256.8291  6.38580514E-06  8.94500118E-08
  9269.64062  6.36799905E-06  8.8963553E-08
  9282.4707  6.35024207E-06  8.84795455E-08
  9295.31836  6.33253421E-06  8.79983517E-08
  9308.18262  6.31488319E-06  8.75195738E-08
  9321.06543  6.29728265E-06  8.7043297E-08
  9333.9668  6.27973031E-06  8.65694361E-08
  9346.88574  6.26222754E-06  8.60983391E-08
  9359.82129  6.2447748E-06  8.56298357E-08
  9372.77637  6.22736934E-06  8.51636912E-08
  9385.74902  6.21001163E-06  8.4700261E-08
  9398.73926  6.19270349E-06  8.42393604E-08
  9411.74707  6.17544401E-06  8.37809893E-08
  9424.77344  6.15823228E-06  8.33249629E-08
  9437.81738  6.14106875E-06  8.28715585E-08
  9450.88086  6.1239507E-06  8.24206268E-08
  9463.96094  6.10687857E-06  8.19719972E-08
  9477.05957  6.08985374E-06  8.1525954E-08
  9490.17578  6.07287757E-06  8.10823622E-08
  9503.31055  6.05594732E-06  8.0641172E-08
  9516.46387  6.03906392E-06  8.02022413E-08
  9529.63477  6.02222872E-06  7.97658686E-08
  9542.82422  6.0054399E-06  7.93318762E-08
  9556.03223  5.98869792E-06  7.89002286E-08
  9569.25781  5.97200324E-06  7.84708192E-08
  9582.50195  5.95535403E-06  7.80438896E-08
  9595.76465  5.93875166E-06  7.76192834E-08
  9609.0459  5.92219885E-06  7.71967308E-08
  9622.34473  5.90569744E-06  7.67760895E-08
  9635.66309  5.88924013E-06  7.63578925E-08
  9648.99902  5.87283012E-06  7.59419834E-08
  9662.35352  5.85646512E-06  7.55281917E-08
  9675.72656  5.84014651E-06  7.5116823E-08
  9689.11816  5.82387293E-06  7.47076925E-08
  9702.5293  5.80764345E-06  7.43007789E-08
  9715.95703  5.79146126E-06  7.38959756E-08
  9729.4043  5.77532364E-06  7.3493517E-08
  9742.87012  5.75923104E-06  7.30932612E-08
  9756.35547  5.74318165E-06  7.26950304E-08
  9769.8584  5.72717863E-06  7.22992226E-08
  9783.37988  5.71122018E-06  7.19055819E-08
  9796.9209  5.69530539E-06  7.151408E-08
  9810.48047  5.67943516E-06  7.11245889E-08
  9824.05859  5.66360904E-06  7.07373502E-08
  9837.65527  5.64782749E-06  7.03522502E-08
  9851.27148  5.63208914E-06  6.99692251E-08
  9864.90527  5.61639627E-06  6.95881894E-08
  9878.55859  5.60074614E-06  6.92093494E-08
  9892.23145  5.58513921E-06  6.8832577E-08
  9905.92285  5.56957593E-06  6.84578652E-08
  9919.63281  5.55405632E-06  6.8084951E-08
  9933.3623  5.53857944E-06  6.77139198E-08
  9947.11035  5.52314668E-06  6.73449136E-08
  9960.87793  5.50775576E-06  6.69777975E-08
  9974.66406  5.49240849E-06  6.66128201E-08
  9988.46875  5.47710442E-06  6.62498465E-08
  10002.2939  5.46184174E-06  6.58888339E-08
  10016.1377  5.4466218E-06  6.55296262E-08
  10030.  5.43144506E-06  6.51725145E-08
  10038.1328  5.42257067E-06  6.49641052E-08
  10046.2734  5.41370946E-06  6.47563567E-08
  10054.4189  5.40486417E-06  6.45492975E-08
  10062.5723  5.39603252E-06  6.43428919E-08
  10070.7314  5.38721588E-06  6.41372679E-08
  10078.8984  5.37841424E-06  6.39320135E-08
  10087.0703  5.36963125E-06  6.37276258E-08
  10095.25  5.360861E-06  6.35237569E-08
  10103.4365  5.35210529E-06  6.33205275E-08
  10111.6299  5.34336368E-06  6.31179589E-08
  10119.8281  5.33463754E-06  6.29160581E-08
  10128.0342  5.32592503E-06  6.27147898E-08
  10136.2471  5.31722617E-06  6.25141681E-08
  10144.4658  5.30854277E-06  6.23142071E-08
  10152.6924  5.2998721E-06  6.21148644E-08
  10160.9258  5.29121553E-06  6.19161611E-08
  10169.165  5.28257397E-06  6.17181044E-08
  10177.4102  5.27394741E-06  6.15206943E-08
  10185.6631  5.26533313E-06  6.13239024E-08
  10193.9229  5.25673386E-06  6.11278566E-08
  10202.1885  5.24814914E-06  6.09323365E-08
  10210.4609  5.23957806E-06  6.07374488E-08
  10218.7412  5.23101971E-06  6.0543158E-08
  10227.0273  5.22247637E-06  6.03495138E-08
  10235.3203  5.21394713E-06  6.01564807E-08
  10243.6191  5.20543153E-06  5.99640302E-08
  10251.9258  5.1969273E-06  5.97721055E-08
  10260.2393  5.18843672E-06  5.95808167E-08
  10268.5596  5.17996068E-06  5.9390139E-08
  10276.8867  5.17149829E-06  5.92000688E-08
  10285.2188  5.16305136E-06  5.9010631E-08
  10293.5586  5.15461716E-06  5.88217866E-08
  10301.9062  5.14619569E-06  5.86335425E-08
  10310.2598  5.13778923E-06  5.84460196E-08
  10318.6201  5.12939641E-06  5.82589905E-08
  10326.9873  5.12101678E-06  5.80725548E-08
  10335.3623  5.11265034E-06  5.78867159E-08
  10343.7422  5.10429891E-06  5.7701488E-08
  10352.1299  5.0959602E-06  5.75168428E-08
  10360.5244  5.0876356E-06  5.73327981E-08
  10368.9258  5.07932418E-06  5.71493359E-08
  10377.334  5.07102641E-06  5.69664707E-08
  10385.749  5.06274182E-06  5.6784188E-08
  10394.1699  5.05447224E-06  5.66025022E-08
  10402.5977  5.04621585E-06  5.64213956E-08
  10411.0332  5.03797492E-06  5.62408111E-08
  10419.4766  5.02974763E-06  5.60607809E-08
  10427.9248  5.0215358E-06  5.58814541E-08
  10436.3809  5.01333625E-06  5.57025892E-08
  10444.8438  5.00514989E-06  5.55243069E-08
  10453.3135  4.99697717E-06  5.5346586E-08
  10461.79  4.98881764E-06  5.51694335E-08
  10470.2725  4.98067266E-06  5.49928743E-08
  10478.7637  4.97253905E-06  5.48168515E-08
  10487.2598  4.9644209E-06  5.46414221E-08
  10495.7646  4.95631366E-06  5.44665326E-08
  10504.2754  4.94822098E-06  5.42922152E-08
  10512.793  4.94014103E-06  5.41184626E-08
  10521.3174  4.93207517E-06  5.39452678E-08
  10529.8496  4.92402114E-06  5.3772613E-08
  10538.3877  4.91598166E-06  5.36005373E-08
  10546.9336  4.90795401E-06  5.34289875E-08
  10555.4844  4.89994181E-06  5.32581304E-08
  10564.0449  4.89193962E-06  5.30876747E-08
  10572.6104  4.8839529E-06  5.29178017E-08
  10581.1846  4.87597708E-06  5.27483195E-08
  10589.7646  4.86801537E-06  5.25794057E-08
  10598.3506  4.86006729E-06  5.2411032E-08
  10606.9453  4.85213104E-06  5.22431911E-08
  10615.5469  4.84420752E-06  5.20758867E-08
  10624.1543  4.83629856E-06  5.19091365E-08
  10632.7695  4.82840142E-06  5.17429157E-08
  10641.3906  4.82051792E-06  5.15772278E-08
  10650.0205  4.81264624E-06  5.14120657E-08
  10658.6562  4.80478775E-06  5.12474365E-08
  10667.2988  4.7969429E-06  5.10833438E-08
  10675.9482  4.78911079E-06  5.09198763E-08
  10684.6064  4.78129004E-06  5.07568245E-08
  10693.2695  4.7734834E-06  5.05943127E-08
  10701.9414  4.76568857E-06  5.0432309E-08
  10710.6191  4.75790648E-06  5.02708311E-08
  10719.3047  4.75013712E-06  5.01098718E-08
  10727.9961  4.74238186E-06  4.99494455E-08
  10736.6953  4.73463797E-06  4.97895201E-08
  10745.4014  4.72690772E-06  4.96300956E-08
  10754.1152  4.71918838E-06  4.94711081E-08
  10762.835  4.7114836E-06  4.93126535E-08
  10771.5625  4.70379064E-06  4.91546928E-08
  10780.2969  4.6961095E-06  4.89972436E-08
  10789.0381  4.688442E-06  4.88403131E-08
  10797.7871  4.68078633E-06  4.86839653E-08
  10806.543  4.67314294E-06  4.85280225E-08
  10815.3057  4.66551273E-06  4.83725948E-08
  10824.0762  4.6578939E-06  4.82176539E-08
  10832.8525  4.65028961E-06  4.80632352E-08
  10841.6367  4.64269579E-06  4.79092854E-08
  10850.4287  4.63511424E-06  4.77558366E-08
  10859.2266  4.62754679E-06  4.76028958E-08
  10868.0322  4.61999025E-06  4.74504311E-08
  10876.8447  4.6124469E-06  4.72984745E-08
  10885.665  4.60491492E-06  4.71469868E-08
  10894.4912  4.59739704E-06  4.69960071E-08
  10903.3262  4.58988916E-06  4.68454857E-08
  10912.167  4.58239447E-06  4.66954795E-08
  10921.0166  4.57491205E-06  4.65459031E-08
  10929.8711  4.5674451E-06  4.63968526E-08
  10938.7354  4.55998725E-06  4.62481715E-08
  10947.6045  4.5525444E-06  4.60999914E-08
  10956.4824  4.54511155E-06  4.59522731E-08
  10965.3662  4.53769235E-06  4.58050451E-08
  10974.2578  4.53028542E-06  4.56582825E-08
  10983.1562  4.52288987E-06  4.55119959E-08
  10992.0625  4.51550613E-06  4.53661748E-08
  11000.9766  4.50813423E-06  4.52208297E-08
  11009.8965  4.5007755E-06  4.50759536E-08
  11018.8242  4.4934277E-06  4.49315323E-08
  11027.7598  4.48609217E-06  4.47875763E-08
  11036.7021  4.47876846E-06  4.46440893E-08
  11045.6514  4.47145749E-06  4.45010677E-08
  11054.6084  4.46415743E-06  4.43584902E-08
  11063.5723  4.4568701E-06  4.42164705E-08
  11072.543  4.44959505E-06  4.4074838E-08
  11081.5215  4.44233137E-06  4.39336425E-08
  11090.5088  4.43507815E-06  4.37928911E-08
  11099.501  4.42783949E-06  4.36525553E-08
  11108.501  4.42061355E-06  4.35126317E-08
  11117.5088  4.41339853E-06  4.33731628E-08
  11126.5244  4.40619442E-06  4.32341274E-08
  11135.5469  4.3990035E-06  4.30955467E-08
  11144.5762  4.3918244E-06  4.29574243E-08
  11153.6133  4.38465622E-06  4.28197318E-08
  11162.6572  4.37750032E-06  4.26825011E-08
  11171.709  4.37035578E-06  4.25456932E-08
  11180.7686  4.36322262E-06  4.24093223E-08
  11189.834  4.35610218E-06  4.22734949E-08
  11198.9072  4.34899266E-06  4.21380051E-08
  11207.9893  4.34189451E-06  4.20029593E-08
  11217.0771  4.33480818E-06  4.1868347E-08
  11226.1729  4.32773368E-06  4.17341646E-08
  11235.2764  4.32066963E-06  4.1600412E-08
  11244.3857  4.31361923E-06  4.14671035E-08
  11253.5039  4.30657838E-06  4.13342178E-08
  11262.6299  4.2995498E-06  4.12017478E-08
  11271.7627  4.29253214E-06  4.10697183E-08
  11280.9033  4.28552585E-06  4.09380299E-08
  11290.0498  4.27853229E-06  4.08067642E-08
  11299.2051  4.27154873E-06  4.06759035E-08
  11308.3672  4.26457791E-06  4.05455545E-08
  11317.5371  4.25761755E-06  4.04155429E-08
  11326.7139  4.25066901E-06  4.02859541E-08
  11335.8994  4.24373093E-06  4.01567739E-08
  11345.0918  4.23680422E-06  4.00280129E-08
  11354.291  4.22988978E-06  3.98996747E-08
  11363.4971  4.22298672E-06  3.97717486E-08
  11372.7129  4.21609366E-06  3.96442239E-08
  11381.9346  4.20921288E-06  3.95171185E-08
  11391.1641  4.20234255E-06  3.9390418E-08
  11400.4004  4.19548451E-06  3.92641368E-08
  11409.6455  4.18863692E-06  3.913825E-08
  11418.8965  4.18180116E-06  3.90127788E-08
  11428.1572  4.17497495E-06  3.88876984E-08
  11437.4238  4.16816147E-06  3.87630337E-08
  11446.6982  4.16135845E-06  3.86387633E-08
  11455.9805  4.1545668E-06  3.85149654E-08
  11465.2695  4.14778742E-06  3.8391466E-08
  11474.5664  4.14101987E-06  3.82683609E-08
  11483.8701  4.13426369E-06  3.81456573E-08
  11493.1836  4.1275166E-06  3.80233232E-08
  11502.5029  4.12078225E-06  3.79014047E-08
  11511.8301  4.11405836E-06  3.7779877E-08
  11521.1641  4.10734583E-06  3.76587366E-08
  11530.5078  4.10064285E-06  3.75379869E-08
  11539.8564  4.09395261E-06  3.74176352E-08
  11549.2148  4.08727192E-06  3.72976494E-08
  11558.5791  4.0806035E-06  3.71780757E-08
  11567.9521  4.07394464E-06  3.70588786E-08
  11577.332  4.06729714E-06  3.69401256E-08
  11586.7207  4.0606601E-06  3.68216924E-08
  11596.1162  4.05403443E-06  3.67036463E-08
  11605.5186  4.04742013E-06  3.65859876E-08
  11614.9297  4.04081584E-06  3.64686841E-08
  11624.3486  4.03422155E-06  3.63517714E-08
  11633.7734  4.02763999E-06  3.62352459E-08
  11643.208  4.02106707E-06  3.61190651E-08
