 Be Density=1.848
 Energy(eV), Delta, Beta
  5564.37891  1.10221636E-05  1.00105693E-08
  5572.08057  1.09916537E-05  9.95381644E-09
  5579.79248  1.09612283E-05  9.89738957E-09
  5587.51465  1.09308903E-05  9.84127446E-09
  5595.24805  1.09006351E-05  9.78550663E-09
  5602.99219  1.08704617E-05  9.73005676E-09
  5610.74707  1.08403729E-05  9.67491154E-09
  5618.5127  1.08103677E-05  9.62010649E-09
  5626.28906  1.07804444E-05  9.56562207E-09
  5634.07617  1.07506039E-05  9.51145029E-09
  5641.87354  1.07208498E-05  9.45757961E-09
  5649.68262  1.0691173E-05  9.404034E-09
  5657.50146  1.06615826E-05  9.35080813E-09
  5665.33203  1.06320713E-05  9.29788069E-09
  5673.17334  1.06026409E-05  9.24524723E-09
  5681.0249  1.05732961E-05  9.19293974E-09
  5688.8877  1.05440295E-05  9.14093423E-09
  5696.76123  1.05148447E-05  9.08922715E-09
  5704.64648  1.04857381E-05  9.03780606E-09
  5712.5415  1.04567162E-05  8.98670294E-09
  5720.44824  1.04277706E-05  8.93589469E-09
  5728.36572  1.03989069E-05  8.88536178E-09
  5736.29395  1.03701241E-05  8.83514417E-09
  5744.23291  1.03414213E-05  8.78521789E-09
  5752.18311  1.03128014E-05  8.73558292E-09
  5760.14453  1.02842596E-05  8.68621886E-09
  5768.11719  1.0255797E-05  8.63715943E-09
  5776.10059  1.02274144E-05  8.58838334E-09
  5784.09473  1.019911E-05  8.53987547E-09
  5792.1001  1.01708847E-05  8.49166781E-09
  5800.11621  1.01427386E-05  8.44374082E-09
  5808.14404  1.0114667E-05  8.39608738E-09
  5816.18262  1.00866764E-05  8.34869684E-09
  5824.23291  1.00587586E-05  8.30159852E-09
  5832.29346  1.00309226E-05  8.25477287E-09
  5840.36572  1.0003163E-05  8.20822166E-09
  5848.44922  9.97547704E-06  8.16191736E-09
  5856.54346  9.94787206E-06  8.11589906E-09
  5864.64941  9.92033893E-06  8.07014811E-09
  5872.76611  9.89288583E-06  8.02466271E-09
  5880.89453  9.8655064E-06  7.97942512E-09
  5889.03369  9.83820428E-06  7.93446908E-09
  5897.18457  9.81097674E-06  7.88976973E-09
  5905.34668  9.78382377E-06  7.8453164E-09
  5913.51953  9.75674902E-06  7.80113574E-09
  5921.70459  9.72974522E-06  7.75721443E-09
  5929.8999  9.70282053E-06  7.71354625E-09
  5938.10742  9.67596679E-06  7.67011876E-09
